chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name	closest feature	distance	within bflag	epsilon	go=peroxisome organization
chr7	105580278	105580660	383	105580421	21	11.15	5.18363	7.05324	BadSOCS3peaks_peak_626	EFCAB10	1.017			
chr7	140935532	140936208	677	140935891	126	156.872	32.9555	151.796	BadSOCS3peaks_peak_627	ENSG00000271611	1.003			
chr7	142799283	142799753	471	142799554	24	14.9946	6.4873	10.767	BadSOCS3peaks_peak_628	ENSG00000290099	1.341			
chr7	148707681	148709381	1701	148708450	1089	2283.64	256.825	2277.51	BadSOCS3peaks_peak_629	CUL1	8.524		0.5933366666666666	
chr7	148966081	148966367	287	148966195	21	11.15	5.18363	7.05324	BadSOCS3peaks_peak_630	RNY4	2.909			
chr7	149529202	149529484	283	149529400	19	9.50083	4.71239	5.47964	BadSOCS3peaks_peak_631	ZNF746	31.526		0.065103333	
chr7	150896895	150897353	459	150897044	25	11.8719	4.88217	7.74764	BadSOCS3peaks_peak_632	ENSG00000289052	19.986			
chr7	155815164	155815578	415	155815364	43	24.4677	6.86762	20.0508	BadSOCS3peaks_peak_633	SHH	2.908		-0.472956667	
chr7	156949987	156950385	399	156950192	18	9.60542	4.93035	5.57639	BadSOCS3peaks_peak_634	NOM1	0.474	1.0	-0.342606667	
chr7_KI270899v1_alt	11039	11850	812	11718	26	5.40021	2.51575	1.76048	BadSOCS3peaks_peak_635					
chr8	231570	232395	826	231983	432	553.266	44.8658	547.715	BadSOCS3peaks_peak_636	ZNF596	0.1545	1.0	-0.331946667	
chr8	12193559	12194016	458	12193788	25	15.4321	6.49016	11.1934	BadSOCS3peaks_peak_637	FAM86B1	0.1055	1.0		
chr8	12435802	12436318	517	12436065	89	57.5497	9.32545	52.8391	BadSOCS3peaks_peak_638	FAM86B2	0.283	1.0		
chr8	17506982	17507450	469	17507192	56	37.1355	8.89669	32.5686	BadSOCS3peaks_peak_639	ENSG00000279932	3.397			
chr8	27636939	27638067	1129	27637507	310	403.584	44.7639	398.148	BadSOCS3peaks_peak_640	SCARA3	3.601		-0.006626667	
chr8	29347604	29348342	739	29347984	121	127.165	22.8738	122.17	BadSOCS3peaks_peak_641	DUSP4	0.832	1.0	0.0204899999999999	
chr8	30743934	30744685	752	30744352	177	211.73	32.81	206.535	BadSOCS3peaks_peak_642	UBXN8	0.1195	1.0	-0.460106667	
chr8	38268890	38269505	616	38269164	105	90.5375	15.2571	85.6694	BadSOCS3peaks_peak_643	PLPP5	0.0015	1.0		
chr8	42391371	42391933	563	42391654	205	217.326	25.6572	212.12	BadSOCS3peaks_peak_644	VDAC3	0.028	1.0	0.7016866666666666	
chr8	44635443	44635794	352	44635586	31	7.25179	2.81287	3.38236	BadSOCS3peaks_peak_645	ENSG00000253198	961.0275			
chr8	44827321	44827610	290	44827519	20	5.90897	3.02775	2.18618	BadSOCS3peaks_peak_646	ENSG00000253198	1152.8745			
chr8	61810180	61810498	319	61810356	25	15.9561	6.7468	11.7028	BadSOCS3peaks_peak_647	ENSG00000253834	14.913			
chr8	81490128	81490467	340	81490342	25	14.6055	6.09546	10.3905	BadSOCS3peaks_peak_648	FABP4	7.0615		0.090733333	
chr8	81732218	81732641	424	81732435	39	17.0074	4.98198	12.7279	BadSOCS3peaks_peak_649	CHMP4C	0.0185	1.0	0.1113856666666666	
chr8	85735430	85735841	412	85735578	201	4.81012	1.35435	1.30676	BadSOCS3peaks_peak_650	REXO1L11P	2.2165			
chr8	93741239	93741641	403	93741460	46	33.7043	9.76156	29.1714	BadSOCS3peaks_peak_651	RBM12B-DT	0.247	1.0		
chr8	99013345	99013691	347	99013556	28	14.0675	5.34545	9.86731	BadSOCS3peaks_peak_652	VPS13B	0.207	1.0	-0.570393333	
chr8	112153863	112154212	350	112153989	16	7.97433	4.41137	4.04496	BadSOCS3peaks_peak_653	RNU4-37P	5.2125			
chr8	140349012	140349767	756	140349465	111	96.9358	15.7665	92.043	BadSOCS3peaks_peak_654	TRAPPC9	46.5545		0.098183667	
chr8	142452346	142453183	838	142452872	160	153.222	19.9628	148.154	BadSOCS3peaks_peak_655	ADGRB1	3.0855			
chr8	144900813	144901350	538	144901094	64	41.8297	8.95776	37.2256	BadSOCS3peaks_peak_656	ZNF250	0.3415	1.0	0.1857733333333333	
chr9	26870503	26871142	640	26870870	103	107.524	21.7354	102.59	BadSOCS3peaks_peak_657	H3P31	9.7265			
chr9	35535244	35535574	331	35535366	31	15.4746	5.45499	11.2345	BadSOCS3peaks_peak_658	RUSC2	3.223		-0.183816667	
chr9	37468289	37468609	321	37468458	30	19.0204	7.11494	14.6969	BadSOCS3peaks_peak_659	ZBTB5	2.999		0.2816033333333333	
chr9	43620953	43621346	394	43621210	70	6.4455	1.87996	2.65451	BadSOCS3peaks_peak_660	ENSG00000286916	376.1625			
chr9	43623711	43624055	345	43623961	54	8.8619	2.43067	4.87665	BadSOCS3peaks_peak_661	ENSG00000286916	378.896			
chr9	43650721	43651016	296	43650842	63	21.4311	4.213	17.0634	BadSOCS3peaks_peak_662	ENSG00000286916	405.8815			
chr9	43652228	43652528	301	43652364	88	19.31	3.05676	14.9817	BadSOCS3peaks_peak_663	ENSG00000286916	407.391			
chr9	43813361	43813653	293	43813542	56	6.73446	2.0732	2.91606	BadSOCS3peaks_peak_664	ENSG00000286916	568.52			
chr9	44239328	44239653	326	44239346	32	6.8758	2.6711	3.04259	BadSOCS3peaks_peak_665	ENSG00000286916	994.5035			
chr9	44718934	44719240	307	44719082	36	10.6741	3.44751	6.59637	BadSOCS3peaks_peak_666	ENSG00000286916	1474.1			
chr9	60528206	60528542	337	60528211	40	4.85504	2.00344	1.33743	BadSOCS3peaks_peak_667	ENSG00000277598	18.78			
chr9	65385150	65385577	428	65385441	146	7.12303	1.58206	3.26821	BadSOCS3peaks_peak_668	ENSG00000287329	0.2855	1.0		
chr9	71911341	71911678	338	71911494	35	26.3805	9.34172	21.9363	BadSOCS3peaks_peak_669	C9orf85	0.0005	1.0	-0.485063333	
chr9	71912324	71912715	392	71912512	24	12.3154	5.22486	8.17361	BadSOCS3peaks_peak_670	C9orf85	0.7175	1.0	-0.485063333	
chr9	95005100	95005481	382	95005287	17	6.95006	3.7619	3.1079	BadSOCS3peaks_peak_671	AOPEP	0.1935	1.0		
chr9	101449152	101449644	493	101449505	20	10.3155	4.94801	6.25533	BadSOCS3peaks_peak_672	ALDOB	0.266	1.0	-0.442773333	
chr9	105244616	105245045	430	105244807	27	13.4839	5.25772	9.30308	BadSOCS3peaks_peak_673	SLC44A1	0.0265	1.0	0.32027	
chr9	123365927	123366484	558	123366184	122	107.987	16.4257	103.052	BadSOCS3peaks_peak_674	CRB2	2.5735		0.1206466666666666	
chr9	128323202	128324067	866	128323721	170	211.309	35.5155	206.114	BadSOCS3peaks_peak_675	COQ4	0.7825	1.0	-0.21953	
chr9	129513890	129514618	729	129514286	156	138.85	17.2332	133.821	BadSOCS3peaks_peak_676	LINC00963	6.512			
chr9	134268398	134268820	423	134268536	29	15.0174	5.57684	10.7892	BadSOCS3peaks_peak_677	LINC02247	26.788			
chr9	136483253	136483603	351	136483426	32	19.0044	6.70511	14.6813	BadSOCS3peaks_peak_678	C9orf163	0.067	1.0	0.3729733333333333	
chr9	136720736	136721077	342	136720934	29	10.2867	3.84339	6.22808	BadSOCS3peaks_peak_679	DIPK1B	0.0215	1.0		
chrUn_GL000214v1	123496	123827	332	123537	169	4.99616	1.40458	1.43583	BadSOCS3peaks_peak_680					
chrUn_GL000214v1	125899	126199	301	125925	242	7.88141	1.45517	3.96372	BadSOCS3peaks_peak_681					
chrUn_GL000214v1	127538	127966	429	127879	237	9.89915	1.54531	5.8571	BadSOCS3peaks_peak_682					
chrUn_GL000214v1	129143	129682	540	129538	564	6.82831	1.24869	3.00252	BadSOCS3peaks_peak_683					
chrUn_GL000216v2	709	1100	392	786	901	32.4821	1.52931	27.9615	BadSOCS3peaks_peak_684					
chrUn_GL000216v2	5795	6208	414	5888	1150	59.203	1.68302	54.4833	BadSOCS3peaks_peak_685					
chrUn_GL000216v2	14452	14923	472	14827	350	13.2769	1.52442	9.10309	BadSOCS3peaks_peak_686					
chrUn_GL000216v2	160652	160977	326	160791	739	42.3697	1.73058	37.7617	BadSOCS3peaks_peak_687					
chrUn_GL000216v2	163046	163698	653	163182	441	24.3009	1.69654	19.8867	BadSOCS3peaks_peak_688					
chrUn_GL000218v1	53753	54058	306	53856	35	6.26794	2.4184	2.5063	BadSOCS3peaks_peak_689					
chrUn_GL000220v1	109321	109658	338	109476	424	10.3045	1.38912	6.24503	BadSOCS3peaks_peak_690					
chrUn_GL000220v1	119828	120114	287	119897	959	26.6429	1.44486	22.1948	BadSOCS3peaks_peak_691					
chrUn_GL000220v1	138106	138390	285	138285	670	22.3996	1.49727	18.016	BadSOCS3peaks_peak_692					
chrUn_GL000220v1	143717	144026	310	143852	473	10.1142	1.35948	6.06153	BadSOCS3peaks_peak_693					
chrUn_GL000224v1	3611	4682	1072	4534	716	13.9899	1.34786	9.79372	BadSOCS3peaks_peak_694					
chrUn_GL000224v1	18705	19114	410	18734	509	7.39353	1.27837	3.51173	BadSOCS3peaks_peak_695					
chrUn_GL000226v1	1678	2065	388	1950	187	11.2934	1.7057	7.19142	BadSOCS3peaks_peak_696					
chrUn_GL000226v1	5171	5462	292	5239	372	15.8367	1.57198	11.5873	BadSOCS3peaks_peak_697					
chrUn_GL000226v1	6581	6871	291	6794	370	24.2799	1.78758	19.8666	BadSOCS3peaks_peak_698					
chrUn_KI270303v1	1244	1626	383	1380	1062	113.451	2.19213	108.498	BadSOCS3peaks_peak_699					
chrUn_KI270304v1	788	1404	617	1065	749	43.2141	1.73423	38.5995	BadSOCS3peaks_peak_700					
chrUn_KI270310v1	704	987	284	877	1496	78.9863	1.69874	74.1658	BadSOCS3peaks_peak_701					
chrUn_KI270312v1	253	554	302	421	16	6.46053	3.64634	2.6667	BadSOCS3peaks_peak_702					
chrUn_KI270322v1	8463	8763	301	8633	126	17.6246	2.3762	13.3317	BadSOCS3peaks_peak_703					
chrUn_KI270393v1	687	1035	349	937	17	6.12581	3.37996	2.37704	BadSOCS3peaks_peak_704					
chrUn_KI270435v1	23080	23480	401	23460	15	6.46127	3.76991	2.6667	BadSOCS3peaks_peak_705					
chrUn_KI270435v1	92069	92783	715	92135	464	4.91093	1.22187	1.38306	BadSOCS3peaks_peak_706					
chrUn_KI270438v1	12697	13052	356	12710	37	5.88632	2.27818	2.16703	BadSOCS3peaks_peak_707					
chrUn_KI270438v1	46674	47069	396	46706	209	6.74302	1.44465	2.92419	BadSOCS3peaks_peak_708					
chrUn_KI270438v1	101475	101934	460	101566	545	16.4213	1.45848	12.1571	BadSOCS3peaks_peak_709					
chrUn_KI270438v1	103983	104338	356	104095	3487	183.283	1.70309	178.145	BadSOCS3peaks_peak_710					
chrUn_KI270438v1	104670	105043	374	104893	3813	198.262	1.69818	193.094	BadSOCS3peaks_peak_711					
chrUn_KI270438v1	109228	110635	1408	109431	5276	200.662	1.56411	195.489	BadSOCS3peaks_peak_712					
chrUn_KI270438v1	111369	111718	350	111525	3272	118.275	1.54311	113.306	BadSOCS3peaks_peak_713					
chrUn_KI270438v1	112095	112407	313	112167	3130	107.411	1.52435	102.478	BadSOCS3peaks_peak_714					
chrUn_KI270442v1	92128	92743	616	92401	1689	99.2608	1.75613	94.3603	BadSOCS3peaks_peak_715					
chrUn_KI270538v1	53683	54030	348	53938	186	14.4567	1.86094	10.2454	BadSOCS3peaks_peak_716					
chrUn_KI270538v1	80907	81417	511	81276	217	13.6838	1.73902	9.49716	BadSOCS3peaks_peak_717					
chrUn_KI270538v1	88499	88994	496	88840	223	13.0444	1.69895	8.87912	BadSOCS3peaks_peak_718					
chrUn_KI270744v1	116468	116942	475	116823	416	20.7211	1.64496	16.3652	BadSOCS3peaks_peak_719					
chrUn_KI270744v1	118022	118455	434	118038	240	5.12729	1.33443	1.52962	BadSOCS3peaks_peak_720					
chrUn_KI270744v1	119769	120214	446	119912	442	17.5355	1.54926	13.2447	BadSOCS3peaks_peak_721					
chrUn_KI270754v1	15732	16041	310	15965	168	7.15205	1.53331	3.29526	BadSOCS3peaks_peak_722					
chrUn_KI270754v1	20861	21239	379	21113	201	13.321	1.76351	9.14613	BadSOCS3peaks_peak_723					
chrUn_KI270754v1	39259	39788	530	39666	281	21.3725	1.87039	17.006	BadSOCS3peaks_peak_724					
chrX	2928355	2928650	296	2928524	25	14.6707	6.12611	10.4532	BadSOCS3peaks_peak_725	ARSD	0.7725	1.0	-0.57331	
chrX	16786367	16786709	343	16786529	33	24.1889	8.82273	19.7769	BadSOCS3peaks_peak_726	TXLNG	0.072	1.0	0.8983266666666665	
chrX	61500432	61500714	283	61500569	34	10.1606	3.43417	6.10617	BadSOCS3peaks_peak_727	SSBL2P	1278.677			
chrX	69195123	69195780	658	69195499	64	62.5351	16.867	57.7956	BadSOCS3peaks_peak_728	LINC00269	0.1065	1.0		
chrX	70325231	70325825	595	70325526	91	101.423	23.8733	96.5146	BadSOCS3peaks_peak_729	PDZD11	35.014		0.1775066666666666	
chrX	119574416	119574893	478	119574636	52	37.7633	9.95211	33.1912	BadSOCS3peaks_peak_730	UBE2A	0.0765	1.0	0.9483833333333332	
chrX	134901121	134901738	618	134901417	103	119.878	26.9872	114.905	BadSOCS3peaks_peak_731	MOSPD1	1.8955		-0.855743333	
chrX	135432448	135436238	3791	135433758	564	1055.24	146.613	1049.44	BadSOCS3peaks_peak_732	CROCCP1	1.383			
chrX	152830624	152831057	434	152830855	35	26.3805	9.34172	21.9363	BadSOCS3peaks_peak_733	CETN2	0.0835	1.0	-0.107066667	
chrX	155071608	155072643	1036	155072159	340	563.183	88.4868	557.627	BadSOCS3peaks_peak_734	BRCC3	0.5935	1.0	-0.49262	
chrX_KI270880v1_alt	210712	210993	282	210924	21	7.15935	3.43381	3.30081	BadSOCS3peaks_peak_735					
chrY	10648039	10648441	403	10648063	94	9.76951	2.02306	5.73386	BadSOCS3peaks_peak_736	ENSG00000273858	394.703			
chrY	10682474	10682796	323	10682582	84	6.78232	1.81011	2.95947	BadSOCS3peaks_peak_737	ENSG00000273858	360.308			
chrY	10759795	10760432	638	10759969	128	10.9013	1.8958	6.81416	BadSOCS3peaks_peak_738	ENSG00000273858	282.8295			
chrY	10770415	10770726	312	10770532	119	11.6889	2.00217	7.57059	BadSOCS3peaks_peak_739	ENSG00000273858	272.3725			
chrY	10797720	10798032	313	10797725	114	5.0592	1.52086	1.47418	BadSOCS3peaks_peak_740	ENSG00000273858	245.067			
chrY	10921109	10921536	428	10921453	136	8.17278	1.67969	4.23124	BadSOCS3peaks_peak_741	ENSG00000273858	121.6205			
chrY	10982516	10982916	401	10982614	109	6.50409	1.65605	2.70475	BadSOCS3peaks_peak_742	ENSG00000273858	60.227			
chrY	11008776	11009143	368	11009039	53	8.45176	2.38647	4.49262	BadSOCS3peaks_peak_743	ENSG00000273858	33.9835			
chrY	11292662	11293067	406	11293056	309	6.13191	1.32765	2.38266	BadSOCS3peaks_peak_744	DUX4L16	14.0535			
chrY	11297469	11298024	556	11297683	811	29.6556	1.53267	25.1682	BadSOCS3peaks_peak_745	DUX4L16	9.1715			
chrY	11299896	11300386	491	11300069	501	19.101	1.53755	14.7762	BadSOCS3peaks_peak_746	DUX4L16	6.777			
chrY	11302041	11302434	394	11302340	664	22.4003	1.50017	18.0167	BadSOCS3peaks_peak_747	DUX4L16	4.6805			
chrY	11312317	11312690	374	11312570	936	50.6003	1.70426	45.9315	BadSOCS3peaks_peak_748	DUX4L17	2.4175			
chrY	11333858	11334251	394	11333990	818	28.9534	1.52105	24.4744	BadSOCS3peaks_peak_749	PABPC1P5	1.5725			
chrY	26640343	26640642	300	26640542	74	14.8773	2.83958	10.6549	BadSOCS3peaks_peak_750	PARP4P1	5.8405			
