chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name	closest feature	distance	within bflag	go=peroxisome organization
chr5	133864700	133867908	3209	133866087	415	617.889	68.0192	613.468	HEK293Ts4peaks_peak_6260	WSPAR	47.373		
chr5	133969204	133969531	328	133969403	26	11.0309	4.41471	7.83968	HEK293Ts4peaks_peak_6261	C5orf15	0.6935	1.0	
chr5	134017170	134017617	448	134017384	36	22.1997	7.25603	18.808	HEK293Ts4peaks_peak_6262	VDAC1	12.4185		
chr5	134226469	134226863	395	134226655	27	13.3556	5.20495	10.1071	HEK293Ts4peaks_peak_6263	PPP2CA-DT	0.256	1.0	
chr5	134526608	134526887	280	134526825	57	12.5208	2.93757	9.28993	HEK293Ts4peaks_peak_6264	JADE2	0.1105	1.0	
chr5	134632877	134633178	302	134633034	15	4.63089	2.88046	1.85463	HEK293Ts4peaks_peak_6265	SAR1B	0.1995	1.0	
chr5	135032947	135033473	527	135033037	17	4.47152	2.66453	1.71617	HEK293Ts4peaks_peak_6266	PITX1-AS1	0.07	1.0	
chr5	135489872	135490900	1029	135490706	66	53.4596	12.4547	49.819	HEK293Ts4peaks_peak_6267	ENSG00000250167	13.473		
chr5	137078115	137078712	598	137078427	85	60.5412	10.704	56.8617	HEK293Ts4peaks_peak_6268	SPOCK1	85.2535		
chr5	137658873	137661373	2501	137660403	1689	3830.86	385.876	3825.18	HEK293Ts4peaks_peak_6269	MIR874	12.474		
chr5	138032211	138033131	921	138032511	89	76.5655	14.7157	72.8129	HEK293Ts4peaks_peak_6270	FAM13B-AS1	0.103	1.0	
chr5	138465930	138466561	632	138466361	50	34.2393	9.06707	30.7318	HEK293Ts4peaks_peak_6271	EGR1	0.7665	1.0	
chr5	138535580	138535898	319	138535776	18	7.84713	4.06089	4.78112	HEK293Ts4peaks_peak_6272	ETF1	5.947		
chr5	138786394	138787086	693	138786767	82	69.3769	14.0558	65.6553	HEK293Ts4peaks_peak_6273	CTNNA1	4.186		
chr5	138997417	138997891	475	138997650	52	31.7976	7.84556	28.31	HEK293Ts4peaks_peak_6274	RNA5SP194	14.675		
chr5	139047794	139049549	1756	139048529	580	979.192	106.091	974.537	HEK293Ts4peaks_peak_6275	SIL1	5.9895		
chr5	139146236	139146649	414	139146489	51	39.1732	10.7506	35.628	HEK293Ts4peaks_peak_6276	SIL1	9.0245		
chr5	139354690	139355139	450	139354920	36	19.0678	6.04978	15.7166	HEK293Ts4peaks_peak_6277	PAIP2	12.4635		
chr5	139540710	139541073	364	139540922	33	18.2234	6.20842	14.8842	HEK293Ts4peaks_peak_6278	Y_RNA	14.1095		
chr5	139675007	139675778	772	139675400	115	119.389	22.0664	115.508	HEK293Ts4peaks_peak_6279	CXXC5	0.0435	1.0	
chr5	139985056	139985503	448	139985273	37	23.4231	7.55597	20.0176	HEK293Ts4peaks_peak_6280	Y_RNA	34.2125		
chr5	140563489	140564367	879	140563883	101	91.8724	16.6778	88.0652	HEK293Ts4peaks_peak_6281	MIR6831	0.177	1.0	
chr5	140966538	140966818	281	140966671	20	8.34555	4.03511	5.25632	HEK293Ts4peaks_peak_6282	ENSG00000279028	0.188	1.0	
chr5	141157602	141158017	416	141157615	16	4.80516	2.8789	2.00819	HEK293Ts4peaks_peak_6283	PCDHB17P	1.8135		
chr5	141223298	141223930	633	141223664	51	41.8445	11.8731	38.279	HEK293Ts4peaks_peak_6284	ENSG00000279983	0.242	1.0	
chr5	141384757	141385078	322	141384840	18	5.71133	3.10664	2.79442	HEK293Ts4peaks_peak_6285	PCDHGA7	2.1755		
chr5	141419217	141419793	577	141419571	18	6.55306	3.46941	3.56678	HEK293Ts4peaks_peak_6286	PCDHGA11	1.542		
chr5	141584883	141585226	344	141585026	33	16.5203	5.55926	13.2087	HEK293Ts4peaks_peak_6287	DIAPH1	2.1215		
chr5	141641862	141642161	300	141642080	29	9.08381	3.45866	5.96283	HEK293Ts4peaks_peak_6288	FCHSD1	0.6095	1.0	
chr5	141848248	141849018	771	141848688	92	90.705	18.9544	86.9009	HEK293Ts4peaks_peak_6289	PCDH1	17.569		
chr5	142208319	142208616	298	142208458	27	13.779	5.38015	10.5206	HEK293Ts4peaks_peak_6290	ENSG00000280047	42.7005		
chr5	142902624	142903096	473	142902874	41	25.705	7.66923	22.2755	HEK293Ts4peaks_peak_6291	ARHGAP26	0.784	1.0	
chr5	148081260	148081931	672	148081617	134	160.489	30.8244	156.528	HEK293Ts4peaks_peak_6292	SPINK5	4.6575		
chr5	149655150	149655603	454	149655216	33	7.22115	2.71765	4.18973	HEK293Ts4peaks_peak_6293	ARHGEF37	28.4795		
chr5	149730003	149730659	657	149730629	21	5.31147	2.73823	2.44287	HEK293Ts4peaks_peak_6294	PPARGC1B	0.021	1.0	
chr5	149775854	149776134	281	149775989	24	6.93005	3.11162	3.92002	HEK293Ts4peaks_peak_6295	PPARGC1B	4.054		
chr5	150198937	150201247	2311	150200219	531	819.037	78.7516	814.478	HEK293Ts4peaks_peak_6296	SLC6A7	9.841		
chr5	150216371	150216785	415	150216603	30	16.948	6.20732	13.631	HEK293Ts4peaks_peak_6297	CAMK2A	7.827		
chr5	150459038	150459340	303	150459189	21	6.70545	3.25665	3.71012	HEK293Ts4peaks_peak_6298	RPS14	9.45		
chr5	151500540	151500996	457	151500758	34	19.1183	6.39102	15.7657	HEK293Ts4peaks_peak_6299	ENSG00000271795	8.685		
chr5	151740312	151740829	518	151740593	49	28.9269	7.40147	25.466	HEK293Ts4peaks_peak_6300	ATOX1	5.9925		
chr5	152479721	152480002	282	152479941	22	8.55976	3.89498	5.4589	HEK293Ts4peaks_peak_6301	RPL36AP20	16.1555		
chr5	154755691	154756147	457	154756112	23	6.37316	2.98716	3.39904	HEK293Ts4peaks_peak_6302	LARP1	0.066	1.0	
chr5	155273029	155273323	295	155273217	15	5.53404	3.30787	2.64318	HEK293Ts4peaks_peak_6303	ENSG00000271477	124.115		
chr5	156998877	156999736	860	156999478	73	69.8308	16.8963	66.1063	HEK293Ts4peaks_peak_6304	TIMD4	36.0805		
chr5	158350895	158351225	331	158351070	31	16.4714	5.84322	13.1615	HEK293Ts4peaks_peak_6305	LINC02227	58.713		
chr5	159956710	159957430	721	159956969	81	80.7593	18.723	76.9893	HEK293Ts4peaks_peak_6306	GAPDHP40	5.572		
chr5	160137449	160137761	313	160137518	24	10.7801	4.56502	7.59896	HEK293Ts4peaks_peak_6307	PWWP2A	18.155		
chr5	160389576	160389923	348	160389791	24	13.3765	5.70823	10.1249	HEK293Ts4peaks_peak_6308	ZBED8	10.2865		
chr5	163329469	163331129	1661	163329881	326	510.422	74.6636	506.084	HEK293Ts4peaks_peak_6309	ENSG00000254186	73.312		
chr5	167808292	167808599	308	167808408	22	11.6508	5.25157	8.44171	HEK293Ts4peaks_peak_6310	TENM2	10.6675		
chr5	167860129	167860415	287	167860288	35	9.51684	3.20517	6.37783	HEK293Ts4peaks_peak_6311	TENM2	39.204		
chr5	169337273	169337686	414	169337519	24	13.3765	5.70823	10.1249	HEK293Ts4peaks_peak_6312	SLIT3	36.3405		
chr5	170663717	170664059	343	170663863	22	9.81053	4.41941	6.66244	HEK293Ts4peaks_peak_6313	KCNIP1	17.065		
chr5	171370673	171371286	614	171371024	96	99.867	21.2084	96.0357	HEK293Ts4peaks_peak_6314	RPL10P8	4.6805		
chr5	171387464	171388155	692	171387696	46	26.1333	6.95738	22.6984	HEK293Ts4peaks_peak_6315	NPM1	0.0085	1.0	
chr5	171619212	171619488	277	171619239	24	7.70109	3.38071	4.6402	HEK293Ts4peaks_peak_6316	ENSG00000285914	118.169		
chr5	171952531	171952887	357	171952687	18	8.42474	4.33825	5.32847	HEK293Ts4peaks_peak_6317	FBXW11	25.047		
chr5	172102779	172103662	884	172103139	350	507.814	61.2581	503.479	HEK293Ts4peaks_peak_6318	STK10	3.5775		
chr5	172283452	172283945	494	172283676	47	27.0557	7.10541	23.6132	HEK293Ts4peaks_peak_6319	UBTD2	0.0655	1.0	
chr5	172291175	172291864	690	172291543	155	185.24	31.7945	181.24	HEK293Ts4peaks_peak_6320	UBTD2	7.7555		
chr5	172413140	172413573	434	172413352	54	43.2418	11.6246	39.667	HEK293Ts4peaks_peak_6321	SH3PXD2B	40.9515		
chr5	172926311	172926722	412	172926464	23	7.9382	3.55271	4.86686	HEK293Ts4peaks_peak_6322	ERGIC1	2.4135		
chr5	173082793	173083361	569	173083159	62	47.3727	11.2005	43.7701	HEK293Ts4peaks_peak_6323	CDC42P5	3.133		
chr5	175563151	175564707	1557	175564141	864	1599.13	155.725	1594.17	HEK293Ts4peaks_peak_6324	SFXN1	42.043		
chr5	175714248	175714668	421	175714554	15	5.41314	3.24937	2.53449	HEK293Ts4peaks_peak_6325	RNU6-226P	10.56		
chr5	175979285	175979632	348	175979410	24	10.7801	4.56502	7.59896	HEK293Ts4peaks_peak_6326	THOC3-AS1	6.8365		
chr5	176009576	176009877	302	176009865	15	4.87488	2.99375	2.07107	HEK293Ts4peaks_peak_6327	OR1X1P	3.5815		
chr5	176125596	176125881	286	176125675	26	14.4466	5.8363	11.1733	HEK293Ts4peaks_peak_6328	ENSG00000251623	1.7325		
chr5	176609470	176609953	484	176609751	13	4.89523	3.19661	2.07107	HEK293Ts4peaks_peak_6329	GPRIN1	0.4445	1.0	
chr5	176738473	176739447	975	176738932	125	129.367	22.3315	125.465	HEK293Ts4peaks_peak_6330	ENSG00000251446	0.498	1.0	
chr5	176961850	176962169	320	176962004	50	14.3634	3.53448	11.091	HEK293Ts4peaks_peak_6331	UIMC1	6.8795		
chr5	177447366	177447713	348	177447525	18	6.49139	3.44225	3.5104	HEK293Ts4peaks_peak_6332	PRR7-AS1	0.1595	1.0	
chr5	177712246	177712827	582	177712536	44	32.9719	9.9533	29.4747	HEK293Ts4peaks_peak_6333	FAM153A	1.6155		
chr5	177864301	177864636	336	177864390	23	7.10352	3.24548	4.07864	HEK293Ts4peaks_peak_6334	ENSG00000249186	6.7145		
chr5	178525206	178525481	276	178525357	19	7.27724	3.68185	4.24337	HEK293Ts4peaks_peak_6335	COL23A1	36.8945		
chr5	178564110	178564526	417	178564306	32	14.2757	4.88497	11.0048	HEK293Ts4peaks_peak_6336	COL23A1	1.592		
chr5	178804383	178804655	273	178804601	22	11.0084	4.9529	7.8184	HEK293Ts4peaks_peak_6337	AACSP1	6.908		
chr5	178830891	178831406	516	178831147	42	26.3982	7.74123	22.961	HEK293Ts4peaks_peak_6338	ENSG00000274813	5.7665		
chr5	178895633	178896272	640	178896225	15	5.76286	3.4197	2.84134	HEK293Ts4peaks_peak_6339	ZFP2	0.0375	1.0	
chr5	179676694	179677019	326	179676873	25	10.0591	4.15641	6.89879	HEK293Ts4peaks_peak_6340	CANX	1.7715		
chr5	179815398	179816637	1240	179816053	197	198.38	22.8271	194.36	HEK293Ts4peaks_peak_6341	SQSTM1	2.8605		
chr5	180830979	180831336	358	180831203	22	8.85082	4.01406	5.73897	HEK293Ts4peaks_peak_6342	LINC00847	0.0145	1.0	
chr5	181462751	181463479	729	181463009	35	21.0657	6.9879	17.6876	HEK293Ts4peaks_peak_6343	RPL23AP45	8.848		
chr5_GL000208v1_random	89689	89985	297	89828	112	17.0191	2.46917	13.7007	HEK293Ts4peaks_peak_6344				
chr5_KI270791v1_alt	41628	41924	297	41790	13	4.89523	3.19661	2.07107	HEK293Ts4peaks_peak_6345				
chr5_KI270791v1_alt	42492	43796	1305	43322	129	147.855	27.785	143.916	HEK293Ts4peaks_peak_6346				
chr5_KI270792v1_alt	150621	152985	2365	151579	395	650.436	90.4183	645.991	HEK293Ts4peaks_peak_6347				
chr5_KI270793v1_alt	13198	13613	416	13434	21	10.8149	5.02324	7.6298	HEK293Ts4peaks_peak_6348				
chr5_KI270793v1_alt	19612	20027	416	19787	17	7.67033	4.10992	4.61112	HEK293Ts4peaks_peak_6349				
chr5_KI270793v1_alt	20402	20988	587	20756	61	54.1517	14.1564	50.5065	HEK293Ts4peaks_peak_6350				
chr6	1311829	1312317	489	1312049	32	13.8685	4.74403	10.6087	HEK293Ts4peaks_peak_6351	FOXQ1	0.025	1.0	
chr6	3091446	3091840	395	3091671	49	8.02225	2.40105	4.94694	HEK293Ts4peaks_peak_6352	RIPK1	2.404		
chr6	3126630	3127018	389	3126733	14	5.54986	3.42494	2.64481	HEK293Ts4peaks_peak_6353	BPHL	0.028	1.0	
chr6	3456899	3457180	282	3456990	20	6.51384	3.26565	3.53164	HEK293Ts4peaks_peak_6354	SLC22A23	0.0105	1.0	
chr6	3748309	3748624	316	3748467	30	14.6043	5.26538	11.3287	HEK293Ts4peaks_peak_6355	ENSG00000270504	2.6445		
chr6	4401899	4403740	1842	4402938	470	750.367	85.6033	745.853	HEK293Ts4peaks_peak_6356	ENSG00000287761	21.6085		
chr6	6261783	6262105	323	6262021	33	6.68899	2.58549	3.69569	HEK293Ts4peaks_peak_6357	F13A1	37.136		
chr6	6514823	6515968	1146	6515355	162	206.555	37.2176	202.524	HEK293Ts4peaks_peak_6358	CNN3P1	19.3015		
chr6	10020750	10021043	294	10020946	18	8.42474	4.33825	5.32847	HEK293Ts4peaks_peak_6359	OFCC1	39.8685		
chr6	11044078	11044438	361	11044093	14	4.66482	2.98262	1.88415	HEK293Ts4peaks_peak_6360	ELOVL2	0.047	1.0	
chr6	11045074	11045533	460	11045329	36	23.1516	7.64946	19.7488	HEK293Ts4peaks_peak_6361	ELOVL2-AS1	0.6275	1.0	
chr6	13783172	13784297	1126	13783669	82	77.7714	17.1596	74.014	HEK293Ts4peaks_peak_6362	MCUR1	17.6105		
chr6	15307022	15307319	298	15307173	24	13.3765	5.70823	10.1249	HEK293Ts4peaks_peak_6363	RNU6-522P	7.7495		
chr6	16129101	16129556	456	16129360	38	12.9621	3.91847	9.72213	HEK293Ts4peaks_peak_6364	MYLIP	0.1575	1.0	
chr6	17667434	17667788	355	17667634	30	18.9395	7.0782	15.5902	HEK293Ts4peaks_peak_6365	NUP153-AS1	38.483		
chr6	17735247	17735540	294	17735473	21	5.96071	2.97502	3.02405	HEK293Ts4peaks_peak_6366	Y_RNA	2.1625		
chr6	20267821	20268309	489	20268046	20	9.99798	4.79491	6.83974	HEK293Ts4peaks_peak_6367	ENSG00000287614	2.345		
chr6	20722769	20724892	2124	20724229	444	753.099	101.606	748.583	HEK293Ts4peaks_peak_6368	RPL36AP25	0.1755	1.0	
chr6	21587441	21588030	590	21588004	16	4.26507	2.64362	1.54541	HEK293Ts4peaks_peak_6369	SOX4	6.0155		
chr6	24596903	24598244	1342	24597401	174	220.288	37.2634	216.239	HEK293Ts4peaks_peak_6370	KRT8P43	0.4385	1.0	
chr6	24817221	24817533	313	24817512	18	5.75461	3.12489	2.83414	HEK293Ts4peaks_peak_6371	ENSG00000282804	7.579		
chr6	25404162	25404837	676	25404781	19	5.54765	2.96059	2.64481	HEK293Ts4peaks_peak_6372	RNU6-987P	20.9005		
chr6	25405413	25407629	2217	25406380	928	1865.86	212.118	1860.78	HEK293Ts4peaks_peak_6373	RNU6-987P	22.922		
chr6	25671460	25672679	1220	25671988	186	247.718	42.6975	243.634	HEK293Ts4peaks_peak_6374	PRELID1P2	7.0945		
chr6	26020154	26022402	2249	26021600	1879	3828.79	254.229	3823.1	HEK293Ts4peaks_peak_6375	H4C1	0.371	1.0	
chr6	26540354	26540739	386	26540588	35	16.6343	5.32906	13.3208	HEK293Ts4peaks_peak_6376	HMGN4	2.1085		
chr6	26884899	26885227	329	26884976	16	4.43676	2.71765	1.68862	HEK293Ts4peaks_peak_6377	GUSBP2	4.135		
chr6	27147782	27148085	304	27147908	26	9.91549	3.99679	6.76342	HEK293Ts4peaks_peak_6378	MIR3143	0.3075	1.0	
chr6	27485055	27485369	315	27485058	26	4.5707	2.27439	1.80529	HEK293Ts4peaks_peak_6379	ENSG00000286652	12.018		
chr6	27644162	27644435	274	27644296	20	9.02859	4.34159	5.90981	HEK293Ts4peaks_peak_6380	RPL8P1	8.5265		
chr6	27653018	27653497	480	27653257	18	7.53478	3.91433	4.48891	HEK293Ts4peaks_peak_6381	RPL8P1	0.4325	1.0	
chr6	28500619	28501134	516	28500886	73	69.8308	16.8963	66.1063	HEK293Ts4peaks_peak_6382	ENSG00000286819	10.9805		
chr6	30487145	30487846	702	30487495	95	100.677	21.9196	96.8435	HEK293Ts4peaks_peak_6383	RANP1	1.5555		
chr6	30811266	30811729	464	30811532	37	26.0499	8.6765	22.6161	HEK293Ts4peaks_peak_6384	LINC00243	19.1615		
chr6	32053959	32054406	448	32054188	46	35.9918	10.7315	32.4696	HEK293Ts4peaks_peak_6385	TNXB	7.5755		
chr6	34237540	34237890	351	34237570	24	6.04276	2.81434	3.10209	HEK293Ts4peaks_peak_6386	HMGA1	0.511	1.0	
chr6	34247894	34249393	1500	34248862	905	1560.25	122.517	1555.3	HEK293Ts4peaks_peak_6387	ENSG00000225339	0.0625	1.0	
chr6	34379700	34380165	466	34379905	28	17.0254	6.62154	13.7045	HEK293Ts4peaks_peak_6388	NUDT3	12.7365		
chr6	34708765	34709092	328	34708929	16	6.75309	3.7895	3.75533	HEK293Ts4peaks_peak_6389	ENSG00000186328	6.6845		
chr6	34988816	34989635	820	34989239	322	502.487	73.7503	498.156	HEK293Ts4peaks_peak_6390	HSPE1P11	34.2965		
chr6	35259134	35260110	977	35259325	29	13.2999	4.90523	10.0525	HEK293Ts4peaks_peak_6391	ZNF76	0.018	1.0	
chr6	35384452	35385135	684	35384711	30	15.4146	5.58088	12.1229	HEK293Ts4peaks_peak_6392	PPARD	42.1795		
chr6	35453976	35454417	442	35454156	24	11.6977	4.95378	8.48758	HEK293Ts4peaks_peak_6393	FANCE	1.5845		
chr6	35490254	35494204	3951	35492448	2189	4686.01	318.846	4680.16	HEK293Ts4peaks_peak_6394	TEAD3	4.721		
chr6	36123811	36124244	434	36124053	39	26.6162	8.45428	23.1775	HEK293Ts4peaks_peak_6395	MAPK13	3.7815		
chr6	36196493	36196967	475	36196701	21	7.5684	3.59717	4.51942	HEK293Ts4peaks_peak_6396	BRPF3	0.014	1.0	
chr6	36323093	36323782	690	36323313	112	91.6393	14.0645	87.8329	HEK293Ts4peaks_peak_6397	BNIP5	13.4505		
chr6	36791451	36795659	4209	36793902	1381	2389.1	130.471	2383.83	HEK293Ts4peaks_peak_6398	ENSG00000285888	25.07		
chr6	36795977	36796485	509	36796165	21	7.5684	3.59717	4.51942	HEK293Ts4peaks_peak_6399	ENSG00000285888	27.746		
chr6	37395896	37398670	2775	37396868	672	1176.65	122.89	1171.89	HEK293Ts4peaks_peak_6400	RNF8	28.407		
chr6	37696718	37697169	452	37696967	38	15.0348	4.49625	11.7511	HEK293Ts4peaks_peak_6401	MDGA1	0.0295	1.0	
chr6	39909722	39910106	385	39910012	14	4.24252	2.77931	1.54541	HEK293Ts4peaks_peak_6402	DAAM2-AS1	9.843		
chr6	40205390	40205704	315	40205502	16	6.93887	3.88159	3.92167	HEK293Ts4peaks_peak_6403	ENSG00000227131	70.69		
chr6	40330500	40330812	313	40330655	15	6.23159	3.65326	3.26666	HEK293Ts4peaks_peak_6404	TDRG1	4.119		
chr6	40450534	40450936	403	40450738	22	10.4591	4.70445	7.28844	HEK293Ts4peaks_peak_6405	RNU6-250P	42.882		
chr6	41223606	41224447	842	41224170	56	41.0183	10.2616	37.4591	HEK293Ts4peaks_peak_6406	TREML4	4.3125		
chr6	41405569	41407059	1491	41406440	255	303.406	34.6184	299.26	HEK293Ts4peaks_peak_6407	ENSG00000280371	0.495	1.0	
chr6	41546945	41547933	989	41547636	72	46.8144	9.08594	43.2154	HEK293Ts4peaks_peak_6408	FOXP4-AS1	0.109	1.0	
chr6	41603009	41603355	347	41603169	28	12.2484	4.636	9.02586	HEK293Ts4peaks_peak_6409	MIR4641	4.459		
chr6	41686168	41686606	439	41686381	35	17.406	5.59826	14.0798	HEK293Ts4peaks_peak_6410	TFEB	0.11	1.0	
chr6	42050102	42050519	418	42050314	39	16.9963	4.9786	13.6782	HEK293Ts4peaks_peak_6411	CCND3	0.0465	1.0	
chr6	42927998	42928288	291	42928110	27	11.7724	4.57821	8.56008	HEK293Ts4peaks_peak_6412	ENSG00000287825	1.336		
chr6	43182129	43182711	583	43182449	36	22.4472	7.35713	19.0535	HEK293Ts4peaks_peak_6413	CUL9	0.224	1.0	
chr6	43425278	43425718	441	43425406	26	9.91549	3.99679	6.76342	HEK293Ts4peaks_peak_6414	ABCC10	1.868		
chr6	43607779	43608289	511	43608060	68	63.1875	15.7547	59.4938	HEK293Ts4peaks_peak_6415	GTPBP2	14.133		
chr6	43841402	43841834	433	43841613	33	18.0004	6.12097	14.6644	HEK293Ts4peaks_peak_6416	LINC02537	10.685		
chr6	45165604	45166994	1391	45166155	930	1656.51	137.815	1651.52	HEK293Ts4peaks_peak_6417	ENSG00000219384	7.429		
chr6	45421486	45421770	285	45421736	17	5.13401	2.94314	2.28156	HEK293Ts4peaks_peak_6418	ENSG00000271857	0.377	1.0	
chr6	46042394	46044272	1879	46043480	347	552.422	79.4585	548.05	HEK293Ts4peaks_peak_6419	RNU6-754P	24.588		
chr6	47073018	47073403	386	47073206	31	18.3455	6.61575	15.0043	HEK293Ts4peaks_peak_6420	ADGRF1	30.8605		
chr6	47168213	47168626	414	47168413	24	13.3765	5.70823	10.1249	HEK293Ts4peaks_peak_6421	ADGRF1	126.0695		
chr6	47221656	47222002	347	47221878	21	5.31147	2.73823	2.44287	HEK293Ts4peaks_peak_6422	TNFRSF21	88.076		
chr6	49694222	49694645	424	49694383	15	6.23159	3.65326	3.26666	HEK293Ts4peaks_peak_6423	CRISP2	19.1095		
chr6	50686403	50686827	425	50686580	32	20.9084	7.53486	17.5322	HEK293Ts4peaks_peak_6424	TFAP2D	26.911		
chr6	52517433	52517926	494	52517671	55	46.6763	12.7864	43.0781	HEK293Ts4peaks_peak_6425	EFHC1	5.3095		
chr6	53348235	53348779	545	53348673	17	6.56034	3.57914	3.57295	HEK293Ts4peaks_peak_6426	ELOVL5	0.419	1.0	
chr6	53833975	53835235	1261	53834439	217	302.843	49.7757	298.698	HEK293Ts4peaks_peak_6427	LRRC1	39.515		
chr6	54711292	54711651	360	54711441	24	12.1885	5.16855	8.96729	HEK293Ts4peaks_peak_6428	KRASP1	59.1115		
chr6	56542554	56542867	314	56542704	23	12.5049	5.4799	9.2742	HEK293Ts4peaks_peak_6429	DST	0.0975	1.0	
chr6	57087317	57087966	650	57087803	35	22.7575	7.69432	19.3603	HEK293Ts4peaks_peak_6430	ZNF451	0.7975	1.0	
chr6	58624015	58624349	335	58624183	62	11.2892	2.62263	8.0931	HEK293Ts4peaks_peak_6431	ENSG00000275046	237.383		
chr6	58826772	58827053	282	58826905	34	9.67966	3.30427	6.53551	HEK293Ts4peaks_peak_6432	ENSG00000275046	440.1135		
chr6	58833797	58834079	283	58833812	34	4.60173	2.06595	1.83032	HEK293Ts4peaks_peak_6433	ENSG00000275046	447.139		
chr6	58920784	58921190	407	58921068	92	12.7957	2.32448	9.55872	HEK293Ts4peaks_peak_6434	ENSG00000275046	534.188		
chr6	58923826	58924121	296	58924046	139	15.8247	2.15554	12.526	HEK293Ts4peaks_peak_6435	ENSG00000275046	537.1745		
chr6	58950991	58951372	382	58951088	27	8.69755	3.48502	5.59063	HEK293Ts4peaks_peak_6436	ENSG00000275046	564.3825		
chr6	58986469	58986774	306	58986688	79	5.6567	1.724	2.74657	HEK293Ts4peaks_peak_6437	ENSG00000275046	599.8225		
chr6	59070555	59070846	292	59070750	166	15.1034	1.96996	11.8184	HEK293Ts4peaks_peak_6438	ENSG00000275046	683.9015		
chr6	59172136	59172468	333	59172334	41	4.12639	1.84675	1.45369	HEK293Ts4peaks_peak_6439	ENSG00000275046	785.503		
chr6	59203309	59203851	543	59203477	61	5.26754	1.81003	2.40566	HEK293Ts4peaks_peak_6440	ENSG00000275046	816.781		
chr6	59210551	59210887	337	59210790	42	7.30454	2.43947	4.2691	HEK293Ts4peaks_peak_6441	ENSG00000275046	823.92		
chr6	59217736	59218095	360	59217896	36	6.56599	2.45541	3.57823	HEK293Ts4peaks_peak_6442	ENSG00000275046	831.1165		
chr6	59272340	59272900	561	59272776	49	5.79212	2.02748	2.86925	HEK293Ts4peaks_peak_6443	ENSG00000275046	885.821		
chr6	59304157	59304510	354	59304436	69	10.2198	2.3508	7.05554	HEK293Ts4peaks_peak_6444	ENSG00000275046	917.5345		
chr6	59311486	59311829	344	59311647	76	14.0907	2.70194	10.8258	HEK293Ts4peaks_peak_6445	ENSG00000275046	924.8585		
chr6	59361014	59361340	327	59361165	62	16.7167	3.44899	13.4023	HEK293Ts4peaks_peak_6446	PRIM2BP	920.267		
chr6	59365524	59365975	452	59365654	44	10.3594	2.9863	7.19042	HEK293Ts4peaks_peak_6447	PRIM2BP	915.6945		
chr6	59390836	59391239	404	59391026	50	11.5834	3.00225	8.37888	HEK293Ts4peaks_peak_6448	PRIM2BP	890.4065		
chr6	59454478	59454760	283	59454670	75	9.45793	2.17809	6.32089	HEK293Ts4peaks_peak_6449	PRIM2BP	826.825		
chr6	59485087	59485410	324	59485189	40	9.54168	2.97321	6.40208	HEK293Ts4peaks_peak_6450	PRIM2BP	796.1955		
chr6	59486617	59486896	280	59486723	44	14.0502	3.79064	10.7865	HEK293Ts4peaks_peak_6451	PRIM2BP	794.6875		
chr6	59494282	59494609	328	59494528	167	19.1218	2.17901	15.7691	HEK293Ts4peaks_peak_6452	PRIM2BP	786.9985		
chr6	59503963	59504249	287	59504136	46	6.44688	2.18974	3.46873	HEK293Ts4peaks_peak_6453	PRIM2BP	777.338		
chr6	59520244	59520610	367	59520440	73	9.44709	2.20146	6.31036	HEK293Ts4peaks_peak_6454	PRIM2BP	761.017		
chr6	59546269	59546780	512	59546331	42	7.7689	2.53131	4.70506	HEK293Ts4peaks_peak_6455	PRIM2BP	734.9195		
chr6	59605731	59606042	312	59606007	88	6.88214	1.79431	3.87635	HEK293Ts4peaks_peak_6456	PRIM2BP	675.5575		
chr6	59677963	59678253	291	59678153	33	7.22115	2.71765	4.18973	HEK293Ts4peaks_peak_6457	PRIM2BP	603.336		
chr6	59690900	59691193	294	59690948	35	6.60051	2.49492	3.6109	HEK293Ts4peaks_peak_6458	PRIM2BP	590.3975		
chr6	59717040	59717356	317	59717150	81	10.1992	2.18953	7.03552	HEK293Ts4peaks_peak_6459	PRIM2BP	564.246		
chr6	61402087	61402388	302	61402170	14	4.15758	2.73901	1.47781	HEK293Ts4peaks_peak_6460	ENSG00000220030	161.3395		
chr6	61597979	61598261	283	61598099	19	9.20096	4.56658	6.07231	HEK293Ts4peaks_peak_6461	KHDRBS2-OT1	82.929		
chr6	63572361	63572743	383	63572579	42	19.3301	5.35199	15.9749	HEK293Ts4peaks_peak_6462	ENSG00000285976	0.003	1.0	
chr6	66024973	66025263	291	66025077	16	5.30746	3.10421	2.44074	HEK293Ts4peaks_peak_6463	NUFIP1P1	69.791		
chr6	66107578	66108244	667	66108101	26	15.1696	6.16488	11.8815	HEK293Ts4peaks_peak_6464	NUFIP1P1	13.002		
chr6	71886549	71886894	346	71886741	16	4.57925	2.77963	1.81009	HEK293Ts4peaks_peak_6465	RIMS1	0.0185	1.0	
chr6	73382732	73383137	406	73382938	42	26.6887	7.85183	23.2492	HEK293Ts4peaks_peak_6466	ENSG00000290002	6.3485		
chr6	73509896	73510367	472	73510052	19	9.16039	4.54702	6.0369	HEK293Ts4peaks_peak_6467	EEF1A1	8.6795		
chr6	73512422	73512857	436	73512654	27	15.975	6.34057	12.6742	HEK293Ts4peaks_peak_6468	EEF1A1	6.1715		
